,comment,label
25095,how women are losing the pundit war title article equal above save and except adequate ann bony ass coulters,[0. 1. 0. 0. 0. 0. 0. 1.]
25096,ann women are save the pundit war title article above losing and except how bony ass coulters,[0. 1. 0. 0. 0. 0. 0. 1.]
25097,women are losing the pundit title article above save except ann bony ass coulters,[0. 1. 0. 0. 0. 0. 0. 1.]
25098,coulters women are losing and pundit war title article above save the except ann bony ass how,[0. 1. 0. 0. 0. 0. 0. 1.]
25099,how woman are lose the pundit war title article above save and except ann bony ass coulters,[0. 1. 0. 0. 0. 0. 0. 1.]
25100,how are losing the pundit war title article above save and except ann bony ass,[0. 1. 0. 0. 0. 0. 0. 1.]
25101,how women are losing the pundit war title article above save and except ann bony ass coulters ,[0. 1. 0. 0. 0. 0. 0. 1.]
25102,b o r to spell is it,[1. 1. 0. 0. 0. 0. 1. 0.]
25103,b o r e learn to spell how hard toilsome is it,[1. 1. 0. 0. 0. 0. 1. 0.]
25104,o b r e learn to spell how hard is it,[1. 1. 0. 0. 0. 0. 1. 0.]
25105,b complex o r e learn to spell how hard is it,[1. 1. 0. 0. 0. 0. 1. 0.]
25106,b o r e learn equal to spell how hard is it,[1. 1. 0. 0. 0. 0. 1. 0.]
25107,b r o e learn to spell how hard is it,[1. 1. 0. 0. 0. 0. 1. 0.]
25108,b o r e learn to patch how hard is it,[1. 1. 0. 0. 0. 0. 1. 0.]
25109,b o equal r e learn to spell how hard is it,[1. 1. 0. 0. 0. 0. 1. 0.]
25110,b o r e learn to spell hard is it,[1. 1. 0. 0. 0. 0. 1. 0.]
25111,b o r e learn to spell how hard is it,[1. 1. 0. 0. 0. 0. 1. 0.]
25112,b o r e learn to spell how hard is it ,[1. 1. 0. 0. 0. 0. 1. 0.]
25113,spineless wimpy wheres my synonym finder when i need it,[0. 1. 0. 0. 0. 0. 0. 1.]
25114,spineless wimpy my thesaurus when i need it,[0. 1. 0. 0. 0. 0. 0. 1.]
25115,spineless need wheres my thesaurus when i wimpy it,[0. 1. 0. 0. 0. 0. 0. 1.]
25116,spineless wimpish wheres my thesaurus when i need it,[0. 1. 0. 0. 0. 0. 0. 1.]
25117,spineless wimpy wheres my thesaurus information technology when i need it,[0. 1. 0. 0. 0. 0. 0. 1.]
25118,spineless wimpy wheres wimpish my thesaurus when i need it,[0. 1. 0. 0. 0. 0. 0. 1.]
25119,spineless wimpy wheres my thesaurus when it need i,[0. 1. 0. 0. 0. 0. 0. 1.]
25120,pauperism spineless wimpy wheres my thesaurus when i need it,[0. 1. 0. 0. 0. 0. 0. 1.]
25121,spineless wimpy wheres my thesaurus when i need it,[0. 1. 0. 0. 0. 0. 0. 1.]
25122,spineless wimpy wheres my thesaurus i when need it,[0. 1. 0. 0. 0. 0. 0. 1.]
25123,spineless wimpy wheres my thesaurus when i need it ,[0. 1. 0. 0. 0. 0. 0. 1.]
25124,your accusations are more like bold faced lies you did not substantiate one of them so what that make you perhaps you should look in the mirror,[1. 1. 1. 0. 0. 0. 1. 0.]
25125,accusations your are like more bold faced lies you did not substantiate one does them so the of that make you perhaps you should look in what mirror,[1. 1. 1. 0. 0. 0. 1. 0.]
25126,your charge are more the like bold face up lies you did not substantiate one and only of them so what does that make you perhaps you should look in the mirror,[1. 1. 1. 0. 0. 0. 1. 0.]
25127,the faced are more like bold accusations lies you mirror not substantiate one of them so what does that your you perhaps you should look in make did,[1. 1. 1. 0. 0. 0. 1. 0.]
25128,your accusations are more like bold faced lies you did not substantiate one exercise feeling of them and then so wish what does that make you perhaps you should look in the mirror,[1. 1. 1. 0. 0. 0. 1. 0.]
25129,your accusations are more like bold equal faced lies feeling you did not non substantiate one of them so what does that make you perhaps you should look in the bold face mirror,[1. 1. 1. 0. 0. 0. 1. 0.]
25130,your accusations are more like bold faced feeling lies you equal did not substantiate one of them lie so what does that make you exercise perhaps you should look in the mirror,[1. 1. 1. 0. 0. 0. 1. 0.]
25131,your should are more like bold faced lies you them not substantiate one of did so what accusations that make you perhaps you does the in look mirror,[1. 1. 1. 0. 0. 0. 1. 0.]
25132,your accusal are more like bold confront lies you did not substantiate one of them so what does that take you perhaps you should see in the mirror,[1. 1. 1. 0. 0. 0. 1. 0.]
25133,your accusations are more corresponding bold faced lie down you did not substantiate unmatchable of them so what does that make you maybe you should look in the mirror,[1. 1. 1. 0. 0. 0. 1. 0.]
25134,your accusations are more like bold faced lies you did not substantiate one of them so what does that make you perhaps you should look in the mirror ,[1. 1. 1. 0. 0. 0. 1. 0.]
25135,any time you cities folk want to keep all your taxes no rural just let the problem keep theirs hope you freeze dont,[0. 0. 0. 0. 0. 0. 0. 0.]
25136,any time you rural folk want to keep all your taxes no problem just let the cities city keep support whatever theirs hope you dont freeze,[0. 0. 0. 0. 0. 0. 0. 0.]
25137,any clip you rural folk want to keep all your taxes no job just let the cities keep theirs leslie townes hope you dont freeze,[0. 0. 0. 0. 0. 0. 0. 0.]
25138,any time you rural folk want to keep all your taxes let problem just theirs the no keep cities hope you dont freeze,[0. 0. 0. 0. 0. 0. 0. 0.]
25139,any time you rural folk want to keep all your no let problem just you the cities keep theirs hope taxes dont freeze,[0. 0. 0. 0. 0. 0. 0. 0.]
25140,time you rural folk want to keep all taxes no problem just let the cities keep hope you dont freeze,[0. 0. 0. 0. 0. 0. 0. 0.]
25141,any time you rural folk hardly want to keep all your taxes no problem just let the sentence cities keep theirs hope you dont taxation freeze,[0. 0. 0. 0. 0. 0. 0. 0.]
25142,any time you rural folk want to keep all care your taxes no problem just let wish the city cities keep theirs hope you dont freeze,[0. 0. 0. 0. 0. 0. 0. 0.]
25143,any time rural folk want keep all taxes no problem just let the cities keep theirs hope you dont freeze,[0. 0. 0. 0. 0. 0. 0. 0.]
25144,any time you rural folk want to celebrate all your tax no problem just let the urban center celebrate theirs hope you dont freeze,[0. 0. 0. 0. 0. 0. 0. 0.]
25145,any time you rural folk want to keep all your taxes no problem just let the cities keep theirs hope you dont freeze ,[0. 0. 0. 0. 0. 0. 0. 0.]
25146,google cfib wage watch average value of compensation packages in the world sector for same work are high the work was compiled by statscan establish on the census,[0. 0. 0. 0. 0. 0. 0. 0.]
25147,sphere google cfib inward wage watch average value of compensation packages in the world inward public sector for same work are higher the study was compiled by statscan based on the census,[0. 0. 0. 0. 0. 0. 0. 0.]
25148,google cfib wage watch average out value of compensation packet in the public sector for same knead are higher the study was compiled by statscan based on the nosecount,[0. 0. 0. 0. 0. 0. 0. 0.]
25149,google cfib wage watch average value of compensation packages in sector for work are higher the study was compiled by statscan based on the census,[0. 0. 0. 0. 0. 0. 0. 0.]
25150,google cfib wage watch average value of compensation packages in the away public sector for same work are higher appreciate the study away was compiled by statscan based on along the census,[0. 0. 0. 0. 0. 0. 0. 0.]
25151,google cfib wage watch average value compensation packages in the public same work are higher study was compiled based on,[0. 0. 0. 0. 0. 0. 0. 0.]
25152,google cfib wage study average value of compensation packages in are public sector for same work the higher the on was compiled by statscan based watch the census,[0. 0. 0. 0. 0. 0. 0. 0.]
25153,sector cfib of watch average value wage compensation packages in same public google for was work are higher the study the compiled by statscan based on the census,[0. 0. 0. 0. 0. 0. 0. 0.]
25154,google compensation wage watch average value of the packages in the public sector higher same work are for cfib census was compiled by statscan based on the study,[0. 0. 0. 0. 0. 0. 0. 0.]
25155,google cfib engage watch average value of compensation packages in the public sector for same operate are higher the study was compose by statscan based on the nosecount,[0. 0. 0. 0. 0. 0. 0. 0.]
25156,google cfib wage watch average value of compensation packages in the public sector for same work are higher the study was compiled by statscan based on the census ,[0. 0. 0. 0. 0. 0. 0. 0.]
25157,dock says to sing to them throw money at them after his bashing opening same old,[0. 0. 0. 0. 0. 0. 0. 0.]
25158,bob pronounce to talk to them throw money at them after his bashing open same old,[0. 0. 0. 0. 0. 0. 0. 0.]
25159,bob says utter to talk to them bobsled throw money at them after his bashing opening same old,[0. 0. 0. 0. 0. 0. 0. 0.]
25160,bob says to talk to them throw money at his after opening bashing them same old,[0. 0. 0. 0. 0. 0. 0. 0.]
25161,bob says to talk to them throw at them after bashing opening same old,[0. 0. 0. 0. 0. 0. 0. 0.]
25162,bob says to talk throw at after his opening same old,[0. 0. 0. 0. 0. 0. 0. 0.]
25163,to them throw money at after bashing opening same old,[0. 0. 0. 0. 0. 0. 0. 0.]
25164,bob says to befuddle talk to them throw money at them after sock his bashing opening same old,[0. 0. 0. 0. 0. 0. 0. 0.]
25165,bobfloat says to talk to them throw money at them after his bashing opening same sure enough,[0. 0. 0. 0. 0. 0. 0. 0.]
25166,bob says them talk to to throw money bashing them after his at opening same old,[0. 0. 0. 0. 0. 0. 0. 0.]
25167,bob says to talk to them throw money at them after his bashing opening same old ,[0. 0. 0. 0. 0. 0. 0. 0.]
25168,puddles get rid little their snowflake socialist stooges that whine about everything and make of easy on the ground when things dont go the way,[1. 1. 0. 1. 1. 0. 1. 0.]
25169,easy get rid of the snowflake socialist stooges that whine about everything and make piffling puddles on the mash when affair dont go their way,[1. 1. 0. 1. 1. 0. 1. 0.]
25170,easy get rid of the socialist stooges whine about everything and make little puddles on the ground when things dont go their way,[1. 1. 0. 1. 1. 0. 1. 0.]
25171,easy get rid of the snowflake socialist stooges that whine about everything and little puddles on the ground when dont go their way,[1. 1. 0. 1. 1. 0. 1. 0.]
25172,easy get rid of mode the snowflake socialist stooges that whine about socialistic everything and make little puddles affair on the ground when things dont go their way,[1. 1. 0. 1. 1. 0. 1. 0.]
25173,easy get rid of the snowflake socialist flunkey that whine about everything and make little puddles on the ground when things dont exit their style,[1. 1. 0. 1. 1. 0. 1. 0.]
25174,easy get rid of the snowflake stooges that whine about everything and make little puddles the ground things dont go their way,[1. 1. 0. 1. 1. 0. 1. 0.]
25175,on get rid of the when socialist stooges that whine about way and make little puddles easy the ground snowflake things dont go their everything,[1. 1. 0. 1. 1. 0. 1. 0.]
25176,easy stooge get rid of the snowflake socialist stooges that whine about everything mode and make little puddles on the socialistic ground when things dont go their way,[1. 1. 0. 1. 1. 0. 1. 0.]
25177,easy get rid of the snowflake stooges socialist that whine make everything and about little puddles when the ground on things dont go their way,[1. 1. 0. 1. 1. 0. 1. 0.]
25178,easy get rid of the snowflake socialist stooges that whine about everything and make little puddles on the ground when things dont go their way ,[1. 1. 0. 1. 1. 0. 1. 0.]
25179,thats where youre wrong kiddo,[1. 1. 1. 0. 0. 0. 0. 0.]
25180,thats where kiddo wrong youre,[1. 1. 1. 0. 0. 0. 0. 0.]
25181,thats where youre damage wrong kiddo,[1. 1. 1. 0. 0. 0. 0. 0.]
25182,thats where youre wrong kiddo,[1. 1. 1. 0. 0. 0. 0. 0.]
25183,thats where youre amiss kiddo,[1. 1. 1. 0. 0. 0. 0. 0.]
25184,thats wrong youre where kiddo,[1. 1. 1. 0. 0. 0. 0. 0.]
25185,kiddo where youre wrong thats,[1. 1. 1. 0. 0. 0. 0. 0.]
25186,thats where youre wrongly kiddo,[1. 1. 1. 0. 0. 0. 0. 0.]
25187,thats where youre,[1. 1. 1. 0. 0. 0. 0. 0.]
25188,thats where youre incorrectly kiddo,[1. 1. 1. 0. 0. 0. 0. 0.]
25189,thats where youre wrong kiddo,[1. 1. 1. 0. 0. 0. 0. 0.]
25190,perfect example trumping blind ideology of everything else including common sense,[0. 0. 0. 0. 0. 0. 1. 0.]
25191,perfect example of blind ideology trumping everything else including common feel,[0. 0. 0. 0. 0. 0. 1. 0.]
25192,perfect example of blind sense trumping everything else including common ideology,[0. 0. 0. 0. 0. 0. 1. 0.]
25193,perfect example of blind ideology trumping everything else including unwashed sense,[0. 0. 0. 0. 0. 0. 1. 0.]
25194,perfect example of blind ideology trumping everything else including common political orientation sense,[0. 0. 0. 0. 0. 0. 1. 0.]
25195,perfect example of blind ideology trumping everything else common sense,[0. 0. 0. 0. 0. 0. 1. 0.]
25196,perfect example of blind trumping everything else including common sense,[0. 0. 0. 0. 0. 0. 1. 0.]
25197,perfect example of blind ideology let in trumping everything else including common sense,[0. 0. 0. 0. 0. 0. 1. 0.]
25198,blind example of perfect ideology trumping everything else including common sense,[0. 0. 0. 0. 0. 0. 1. 0.]
25199,perfect example of blind ideology trumping everything including common sense,[0. 0. 0. 0. 0. 0. 1. 0.]
25200,perfect example of blind ideology trumping everything else including common sense ,[0. 0. 0. 0. 0. 0. 1. 0.]
25201,ahahahahahaha i cant wait for the start of donald trumps presidency it will united states extend be epic i hope puts drama teacher selfie boy in his place go trump make america inward and equal the west great again,[0. 0. 0. 0. 0. 0. 1. 0.]
25202,ahahahahahaha trump cant wait for the start of again trumps presidency it will puts epic i the be drama teacher selfie boy in his place donald i make america and hope west great go,[0. 0. 0. 0. 0. 0. 1. 0.]
25203,ahahahahahaha place cant epic for make start of the trumps presidency it will be wait i hope puts drama teacher selfie boy in his i go trump the america and donald west great again,[0. 0. 0. 0. 0. 0. 1. 0.]
25204,be i cant wait for ahahahahahaha and of donald trumps presidency it will the epic his hope puts drama teacher selfie boy in west place go trump make america start the i great again,[0. 0. 0. 0. 0. 0. 1. 0.]
25205,ahahahahahaha i cant wait for the start of instructor donald trumps presidency it trust with child will be epic i hope puts drama teacher selfie boy in his place male child go trump make america and the west great again,[0. 0. 0. 0. 0. 0. 1. 0.]
25206,ahahahahahaha i camber wait for the start of donald ruff presidency it will be epic i hope puts dramatic play teacher selfie boy in his place xtc trump make united states and the west great again,[0. 0. 0. 0. 0. 0. 1. 0.]
25207,ahahahahahaha i wait for the start of donald trumps presidency it will epic i hope puts drama teacher selfie in his place trump america and the west great again,[0. 0. 0. 0. 0. 0. 1. 0.]
25208,ahahahahahaha i cant wait for the start donald presidency it will be epic i hope puts drama teacher selfie boy in his place go trump america and the west again,[0. 0. 0. 0. 0. 0. 1. 0.]
25209,ahahahahahaha i cant wait the start of donald trumps presidency it will be epic i puts drama teacher selfie boy in his place go trump make the west great again,[0. 0. 0. 0. 0. 0. 1. 0.]
25210,ahahahahahaha i cant wait for the start of donald trumpet presidential term it will be epic i bob hope put drama teacher selfie boy in his place go trump make us and the west great again,[0. 0. 0. 0. 0. 0. 1. 0.]
25211,ahahahahahaha i cant wait for the start of donald trumps presidency it will be epic i hope puts drama teacher selfie boy in his place go trump make america and the west great again ,[0. 0. 0. 0. 0. 0. 1. 0.]
25212,whats your this you cant vote in point election remember,[0. 0. 0. 0. 0. 0. 0. 0.]
25213,whats your point you cant vote in this election remember,[0. 0. 0. 0. 0. 0. 0. 0.]
25214,whats your point you cant vote in vernacular this election remember,[0. 0. 0. 0. 0. 0. 0. 0.]
25215,whats point you cant vote in this election remember,[0. 0. 0. 0. 0. 0. 0. 0.]
25216,vernacular whats your point you cant vote in this election remember,[0. 0. 0. 0. 0. 0. 0. 0.]
25217,whats this point you cant vote in your election remember,[0. 0. 0. 0. 0. 0. 0. 0.]
25218,whats your point vote in this remember,[0. 0. 0. 0. 0. 0. 0. 0.]
25219,whats your full stop you cant vote in this election remember,[0. 0. 0. 0. 0. 0. 0. 0.]
25220,whats your cant you point vote in this election remember,[0. 0. 0. 0. 0. 0. 0. 0.]
25221,whats your spot you cant vote in this election remember,[0. 0. 0. 0. 0. 0. 0. 0.]
25222,whats your point you cant vote in this election remember ,[0. 0. 0. 0. 0. 0. 0. 0.]
25223,jp oerika is fountainhead a well known troll its best to push aside ignore her or him or it,[0. 1. 0. 0. 0. 0. 0. 0.]
25224,jp oerika is a well known troll its best ignore her him or,[0. 1. 0. 0. 0. 0. 0. 0.]
25225,jp oerika is a well known troll its best to ignore her or him or it,[0. 1. 0. 0. 0. 0. 0. 0.]
25226,jp oerika is a well her ignore its best to troll known or him or it,[0. 1. 0. 0. 0. 0. 0. 0.]
25227,jp oerika is a fountainhead known troll its best to push aside her or him or it,[0. 1. 0. 0. 0. 0. 0. 0.]
25228,jp oerika is a well known troll its best to ignore her or him or axerophthol trolling it,[0. 1. 0. 0. 0. 0. 0. 0.]
25229,jp oerika is have a go at it a well known troll its best to ignore axerophthol her or him or it,[0. 1. 0. 0. 0. 0. 0. 0.]
25230,jp oerika is a well known trolling its right to ignore her or him or it,[0. 1. 0. 0. 0. 0. 0. 0.]
25231,jp oerika is a well known troll its best to her or him or it,[0. 1. 0. 0. 0. 0. 0. 0.]
25232,jp oerika is a swell known trolling its best to ignore her or him or it,[0. 1. 0. 0. 0. 0. 0. 0.]
25233,jp oerika is a well known troll its best to ignore her or him or it ,[0. 1. 0. 0. 0. 0. 0. 0.]
25234,kenny you have hit this one out of the park,[0. 0. 0. 0. 0. 0. 0. 0.]
25235,kenny run into you have hit this one out of the park,[0. 0. 0. 0. 0. 0. 0. 0.]
25236,kenny extinct you have hit this one out of the park,[0. 0. 0. 0. 0. 0. 0. 0.]
25237,kenny you have gain this one out of the park,[0. 0. 0. 0. 0. 0. 0. 0.]
25238,kenny the have hit this one out of you park,[0. 0. 0. 0. 0. 0. 0. 0.]
25239,kenny you have hit this one out of the parkland,[0. 0. 0. 0. 0. 0. 0. 0.]
25240,kenny you the hit this one out of have park,[0. 0. 0. 0. 0. 0. 0. 0.]
25241,kenny the have hit this one out of you park,[0. 0. 0. 0. 0. 0. 0. 0.]
25242,kenny have hit this one out of the park,[0. 0. 0. 0. 0. 0. 0. 0.]
25243,kenny you have hit this common one out of the park,[0. 0. 0. 0. 0. 0. 0. 0.]
25244,kenny you have hit this one out of the park ,[0. 0. 0. 0. 0. 0. 0. 0.]
25245,was sophomoric piece tripe,[1. 1. 1. 0. 0. 0. 1. 0.]
25246,this was a sophomoric piece of wish wash,[1. 1. 1. 0. 0. 0. 1. 0.]
25247,this was tripe sophomoric piece of a,[1. 1. 1. 0. 0. 0. 1. 0.]
25248,this was a sophomoric of piece tripe,[1. 1. 1. 0. 0. 0. 1. 0.]
25249,this was a sophomoric trumpery piece of tripe,[1. 1. 1. 0. 0. 0. 1. 0.]
25250,this was sophomoric a piece of tripe,[1. 1. 1. 0. 0. 0. 1. 0.]
25251,axerophthol this was a sophomoric piece of tripe,[1. 1. 1. 0. 0. 0. 1. 0.]
25252,this was bit a sophomoric piece of tripe,[1. 1. 1. 0. 0. 0. 1. 0.]
25253,this was sophomoric of tripe,[1. 1. 1. 0. 0. 0. 1. 0.]
25254,this was a sophomoric piece of rubbish,[1. 1. 1. 0. 0. 0. 1. 0.]
25255,this was a sophomoric piece of tripe ,[1. 1. 1. 0. 0. 0. 1. 0.]
25256,shhhhhhhhhhh,[0. 0. 1. 0. 0. 0. 0. 0.]
25257,shhhhhhhhhhh,[0. 0. 1. 0. 0. 0. 0. 0.]
25258,shhhhhhhhhhh,[0. 0. 1. 0. 0. 0. 0. 0.]
25259,shhhhhhhhhhh,[0. 0. 1. 0. 0. 0. 0. 0.]
25260,shhhhhhhhhhh,[0. 0. 1. 0. 0. 0. 0. 0.]
25261,shhhhhhhhhhh,[0. 0. 1. 0. 0. 0. 0. 0.]
25262,shhhhhhhhhhh,[0. 0. 1. 0. 0. 0. 0. 0.]
25263,shhhhhhhhhhh,[0. 0. 1. 0. 0. 0. 0. 0.]
25264,shhhhhhhhhhh,[0. 0. 1. 0. 0. 0. 0. 0.]
25265,shhhhhhhhhhh,[0. 0. 1. 0. 0. 0. 0. 0.]
25266,shhhhhhhhhhh ,[0. 0. 1. 0. 0. 0. 0. 0.]
25267,tatty studly his confuses own with attraction of males with having that forced can him he on then not that when caught deep a male prostitute that he was acting under compulsion and claim for his own free will,[0. 0. 0. 0. 0. 0. 0. 0.]
25268,studly confuses his own deep attraction for males with having forced on him he can claim that when caught a male prostitute that he was acting under compulsion and not of free will,[0. 0. 0. 0. 0. 0. 0. 0.]
25269,tatty studly confuses his claim was attraction for males with having that forced male him he can then own that when caught with a on prostitute acting he deep that under compulsion and not of his own free will,[0. 0. 0. 0. 0. 0. 0. 0.]
25270,that studly confuses he having deep attraction for males with own that and on him he can then claim acting when caught with a male prostitute that his was tatty under compulsion forced not of his own free will,[0. 0. 0. 0. 0. 0. 0. 0.]
25271,tatty studly blur his own deep attraction for males with having that forced on him he can then claim that when hitch with a manful sporting lady that he was work under compulsion and not of his own free will,[0. 0. 0. 0. 0. 0. 0. 0.]
25272,so tatty studly confuses his own deep nether attraction for males ain with having that forced on him he can then claim that when caught with a male prostitute that he was acting under compulsion and not of ain his own call free will,[0. 0. 0. 0. 0. 0. 0. 0.]
25273,atomic number tatty studly bewitch confuses his own deep attraction for males with having destitute that forced on him he can then claim that when caught axerophthol with a male prostitute that he was acting under compulsion and not bewitch of his own free will,[0. 0. 0. 0. 0. 0. 0. 0.]
25274,cheap studly bedevil his own deep attraction for male with having that forced on him he can then claim that when caught with a male cocotte that he was pretend under compulsion and not of his own free will,[0. 0. 0. 0. 0. 0. 0. 0.]
25275,studly confuses his own deep for males with having that forced on him can then claim when caught with a male prostitute that was under compulsion and not of his will,[0. 0. 0. 0. 0. 0. 0. 0.]
25276,tatty studly obscure his own deep attraction for males with having that pressure on him he can then title that when enamor with a male working girl that he was acting under compulsion and not of his own free will,[0. 0. 0. 0. 0. 0. 0. 0.]
25277,tatty studly confuses his own deep attraction for males with having that forced on him he can then claim that when caught with a male prostitute that he was acting under compulsion and not of his own free will ,[0. 0. 0. 0. 0. 0. 0. 0.]
25278,asking me to subsidize your fuelish lifestyle id rather spend money myself,[0. 0. 0. 0. 0. 0. 0. 0.]
25279,stop asking me to subsidize your fuelish lifestyle enquire id rather spend the sort of money myself,[0. 0. 0. 0. 0. 0. 0. 0.]
25280,stop asking me to subsidize your fuelish lifestyle spend rather id myself money the,[0. 0. 0. 0. 0. 0. 0. 0.]
25281,stop asking me to subsidize fuelish lifestyle id rather spend the money myself,[0. 0. 0. 0. 0. 0. 0. 0.]
25282,stop asking me to subsidize your fuelish id lifestyle rather spend myself money the,[0. 0. 0. 0. 0. 0. 0. 0.]
25283,asking me to subsidize your lifestyle id rather spend the money,[0. 0. 0. 0. 0. 0. 0. 0.]
25284,stop asking idaho me to subsidize gem state your fuelish lifestyle id rather spend the money myself,[0. 0. 0. 0. 0. 0. 0. 0.]
25285,stop asking me to myself your lifestyle fuelish id rather spend the money subsidize,[0. 0. 0. 0. 0. 0. 0. 0.]
25286,stop take me to subsidize your fuelish lifestyle id preferably spend the money myself,[0. 0. 0. 0. 0. 0. 0. 0.]
25287,stop asking me to subsidise your fuelish lifestyle id rather pass the money myself,[0. 0. 0. 0. 0. 0. 0. 0.]
25288,stop asking me to subsidize your fuelish lifestyle id rather spend the money myself ,[0. 0. 0. 0. 0. 0. 0. 0.]
25289,arrogance just huge stupid cynical criminal united states arrogance theyre just daring us now,[0. 0. 0. 0. 0. 0. 0. 0.]
25290,arrogance just huge stupid cynical theyre just daring us now,[0. 0. 0. 0. 0. 0. 0. 0.]
25291,arrogance just vast stupid cynical criminal arrogance theyre just daring us now,[0. 0. 0. 0. 0. 0. 0. 0.]
25292,arrogance just brobdingnagian stupid cynical criminal arrogance theyre just daring us now,[0. 0. 0. 0. 0. 0. 0. 0.]
25293,arrogance just huge stupid cynical criminal arrogance at present theyre just daring us now,[0. 0. 0. 0. 0. 0. 0. 0.]
25294,arrogance stupid huge just cynical criminal arrogance theyre just daring us now,[0. 0. 0. 0. 0. 0. 0. 0.]
25295,arrogance just huge stupid criminal arrogance theyre just daring now,[0. 0. 0. 0. 0. 0. 0. 0.]
25296,arrogance just huge stupid cynical criminal just theyre arrogance daring us now,[0. 0. 0. 0. 0. 0. 0. 0.]
25297,arrogance just stupid cynical theyre just daring us now,[0. 0. 0. 0. 0. 0. 0. 0.]
25298,arrogance stupid huge just cynical criminal arrogance theyre just daring us now,[0. 0. 0. 0. 0. 0. 0. 0.]
25299,arrogance just huge stupid cynical criminal arrogance theyre just daring us now ,[0. 0. 0. 0. 0. 0. 0. 0.]
25300,no better than the taliban is without a doubt one of the stupidest and most shameful comments ever uttered on ignominious the subject,[1. 1. 1. 0. 0. 0. 1. 0.]
25301,no better than the taliban is without a one of the stupidest and most shameful comments uttered the subject,[1. 1. 1. 0. 0. 0. 1. 0.]
25302,no better than the taleban is without a dubiety of the stupidest and most shameful comments ever uttered on the subject,[1. 1. 1. 0. 0. 0. 1. 0.]
25303,stupefied no better than the taliban verbalized is without a doubt one of the stupidest and most shameful of all time comments ever uttered on the subject,[1. 1. 1. 0. 0. 0. 1. 0.]
25304,no better commentary than the taliban is axerophthol without a doubt guinea pig one of the stupidest and most shameful comments ever uttered on the subject,[1. 1. 1. 0. 0. 0. 1. 0.]
25305,than on no the taliban is without a doubt one of the stupidest and most shameful comments ever uttered better the subject,[1. 1. 1. 0. 0. 0. 1. 0.]
25306,no than the taliban is without a doubt one the stupidest and most shameful comments uttered on the subject,[1. 1. 1. 0. 0. 0. 1. 0.]
25307,no better than the taliban is without a doubt of the stupidest most shameful comments ever uttered on the subject,[1. 1. 1. 0. 0. 0. 1. 0.]
25308,no better than the taliban is without a doubt one of the stupidest and most shameful commentary ever so express on the subject,[1. 1. 1. 0. 0. 0. 1. 0.]
25309,no better than the taliban is without a doubt of the stupid and most shameful comments of all time uttered on the subject,[1. 1. 1. 0. 0. 0. 1. 0.]
25310,no better than the taliban is without a doubt one of the stupidest and most shameful comments ever uttered on the subject ,[1. 1. 1. 0. 0. 0. 1. 0.]
25311,funny how liberals equal think that the of rum he electorate that voted for junior is a landslide,[0. 1. 0. 1. 1. 0. 0. 1.]
25312,risible how liberals imagine that the of he electorate that voted for junior is a landslide,[0. 1. 0. 1. 1. 0. 0. 1.]
25313,funny how liberals mean that the of he electorate that voted for next to last is a landslide,[0. 1. 0. 1. 1. 0. 0. 1.]
25314,funny how liberals think that equal the of he electorate that voted for junior is next to last a landslide,[0. 1. 0. 1. 1. 0. 0. 1.]
25315,funny how liberals think the of electorate that voted for junior is a landslide,[0. 1. 0. 1. 1. 0. 0. 1.]
25316,he how liberals the that think of funny electorate that voted for junior is a landslide,[0. 1. 0. 1. 1. 0. 0. 1.]
25317,axerophthol funny how liberals think vote that the of he electorate that voted for junior is a landslide,[0. 1. 0. 1. 1. 0. 0. 1.]
25318,funny a liberals think that the of is electorate that voted for junior he how landslide,[0. 1. 0. 1. 1. 0. 0. 1.]
25319,funny how liberals think that the of he electorate voted for junior a landslide,[0. 1. 0. 1. 1. 0. 0. 1.]
25320,funny how the think that liberals of he electorate that voted junior for is a landslide,[0. 1. 0. 1. 1. 0. 0. 1.]
25321,funny how liberals think that the of he electorate that voted for junior is a landslide ,[0. 1. 0. 1. 1. 0. 0. 1.]
25322,cut oxymoron alert think right that response is congratulations paste word for same as the one you used for my comment word youve learned how to hey and the,[0. 0. 0. 0. 0. 0. 0. 0.]
25323,hey oxymoron alert think right that response is equal word for word the adequate reaction same as the one you used for my comment congratulations news youve learned how to cut and paste,[0. 0. 0. 0. 0. 0. 0. 0.]
25324,hey oxymoron word for right that response is word for alert the my as the one paste used think same comment congratulations youve learned how to cut and you,[0. 0. 0. 0. 0. 0. 0. 0.]
25325,hey oxymoron alert think right that response is word for word the as the one you used youve learned how to cut and paste,[0. 0. 0. 0. 0. 0. 0. 0.]
25326,hey oxymoron determine alert think right that response is word for word the same news as the one you used commentary for my comment congratulations youve learned how to cut and commentary paste,[0. 0. 0. 0. 0. 0. 0. 0.]
25327,hey oxymoron alert think right that library paste response is word for word the same skip as the one commentary you used for my comment right on congratulations youve learned how to cut and paste,[0. 0. 0. 0. 0. 0. 0. 0.]
25328,hey oxymoron spanking think right that response is word for word the same as the one you used for my point out felicitation youve learned how to gash and paste,[0. 0. 0. 0. 0. 0. 0. 0.]
25329,hey oxymoron zippy think right that response is give and take for give and take the same as the one you used for my gossip congratulations youve learned how to cut and spread,[0. 0. 0. 0. 0. 0. 0. 0.]
25330,hey alert think right that is word for word the same as the one you used for congratulations youve learned how to cut and paste,[0. 0. 0. 0. 0. 0. 0. 0.]
